record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
25740,5,10,1997,19,RM,M,16,12
25398,3,16,1997,3,SS,NA,NA,NA
9587,9,30,1984,7,RM,F,16,13
33132,11,18,2001,4,DM,F,36,31
13223,8,25,1987,20,DM,F,35,44
8550,10,16,1983,9,DO,M,35,50
15472,1,11,1989,3,RM,M,17,10
17285,3,29,1990,7,RM,F,17,12
33954,5,15,2002,2,PB,M,26,17
28099,6,28,1998,14,PE,F,19,11
3046,6,22,1980,11,DS,M,52,109
25662,4,13,1997,16,RM,F,17,13
8131,7,17,1983,1,DS,F,50,117
33687,3,14,2002,11,PP,F,22,18
7801,5,14,1983,20,DM,M,36,NA
32344,7,22,2001,14,PP,M,23,13
5934,5,22,1982,2,DS,F,52,138
17580,6,21,1990,23,RM,M,16,9
16408,7,30,1989,4,DM,M,34,45
3045,6,22,1980,20,DS,F,52,151
22763,9,24,1995,14,DM,M,37,53
33105,11,17,2001,7,PP,M,23,17
22360,6,8,1995,13,OL,F,20,29
5346,2,22,1982,21,PF,F,14,4
7803,5,14,1983,24,PE,M,21,24
13030,7,1,1987,13,RM,F,17,10
7500,3,14,1983,11,DM,F,37,37
8274,9,10,1983,17,DM,F,34,25
19878,4,4,1992,24,OL,F,19,33
9845,1,19,1985,18,OL,M,20,31
23736,4,15,1996,11,PP,M,22,22
29641,5,16,1999,4,PM,M,21,23
8961,3,13,1984,2,DM,F,35,38
23781,4,15,1996,8,DO,M,35,49
13975,1,24,1988,13,NL,M,35,162
5635,3,30,1982,6,DS,M,51,101
33006,10,14,2001,15,PP,M,22,14
22228,4,29,1995,21,PP,M,21,20
20971,7,14,1993,19,PF,M,15,7
30346,2,5,2000,22,PB,F,26,39
18709,5,14,1991,4,DM,F,36,43
20439,10,18,1992,20,PF,M,16,8
1219,9,3,1978,9,DM,M,38,43
17570,5,25,1990,4,DM,M,36,22
24733,11,17,1996,15,RM,F,17,12
2025,9,22,1979,20,NL,F,31,152
30237,1,10,2000,6,PP,M,22,19
15,7,16,1977,6,DM,F,36,NA
15530,2,4,1989,19,PM,F,21,26
19906,4,5,1992,13,PH,M,22,18
26638,7,29,1997,22,AH,NA,NA,NA
294,10,17,1977,3,DO,F,37,50
31807,3,3,2001,17,OT,F,20,25
26825,9,27,1997,21,PB,F,26,28
12540,4,6,1987,10,RM,F,15,13
28532,9,19,1998,22,PB,M,26,25
14646,6,12,1988,2,NL,F,34,148
5992,6,28,1982,8,PF,NA,NA,NA
10444,5,24,1985,13,DS,F,50,139
25344,3,16,1997,3,OT,F,21,28
14813,8,10,1988,14,DM,M,36,44
9691,10,21,1984,11,DM,M,37,42
35511,12,31,2002,11,DX,NA,NA,NA
5621,3,30,1982,9,DS,M,NA,88
20481,10,19,1992,14,DS,M,50,120
2217,11,18,1979,13,DM,M,36,36
5258,1,24,1982,24,DO,M,34,42
17369,3,30,1990,8,DM,F,36,39
22769,9,24,1995,6,PF,M,16,10
31551,11,25,2000,21,PB,F,26,29
8966,3,13,1984,8,DO,F,35,52
34458,7,13,2002,19,PP,M,22,18
34740,9,10,2002,4,DO,F,37,57
11609,6,5,1986,11,DM,F,37,39
28511,9,19,1998,20,PF,F,14,7
3058,6,22,1980,24,NL,F,34,187
11958,10,5,1986,3,OL,M,21,32
13318,8,26,1987,11,DM,M,36,44
27647,3,2,1998,4,DM,M,37,NA
10967,11,16,1985,21,RM,M,16,9
24266,7,21,1996,11,OT,M,20,19
6871,10,24,1982,16,DM,F,35,35
33898,4,17,2002,14,DM,M,36,43
18152,12,16,1990,3,RM,F,15,11
28353,8,22,1998,17,PP,F,21,17
7065,11,22,1982,4,DS,M,51,133
15756,3,13,1989,20,RM,M,17,11
34251,6,15,2002,17,PP,F,21,17
2666,3,9,1980,20,DM,M,NA,46
31767,1,22,2001,6,OT,M,20,NA
30918,7,1,2000,2,PB,M,27,24
12601,4,6,1987,11,DM,M,37,50
6826,10,24,1982,18,DM,F,35,44
29957,11,6,1999,19,PB,F,26,41
7136,1,12,1983,12,DO,M,35,48
25787,5,10,1997,1,OT,F,20,20
6117,6,29,1982,12,DM,F,NA,33
30791,6,3,2000,22,PB,F,26,30
14698,7,15,1988,15,NL,F,33,143
27500,2,1,1998,13,OT,F,19,25
34537,7,14,2002,3,PB,M,27,42
26273,7,9,1997,15,PF,F,16,8
32589,9,22,2001,1,DM,M,36,42
21135,9,17,1993,11,DM,F,38,49
17359,3,30,1990,3,SH,F,31,77
15636,2,5,1989,11,OL,F,21,29
34391,6,16,2002,15,PB,M,26,17
7565,3,15,1983,6,DO,M,34,47
11281,3,8,1986,17,NL,NA,NA,185
12163,12,15,1986,11,DM,F,35,44
11789,8,10,1986,15,AH,NA,NA,NA
29095,1,17,1999,3,PB,F,26,29
12511,4,4,1987,19,RM,M,12,11
7844,5,14,1983,24,RM,F,20,9
10390,5,23,1985,21,DM,F,35,43
1256,9,4,1978,3,OT,M,21,27
20803,4,23,1993,23,NA,NA,NA,NA
13676,11,21,1987,14,PE,M,21,21
21830,10,12,1994,12,DM,F,37,38
34824,10,5,2002,12,PP,M,22,15
7378,2,27,1983,2,DS,M,52,141
10096,3,17,1985,5,DM,M,36,42
14473,5,14,1988,1,DS,F,49,82
7006,11,21,1982,13,DM,M,37,47
32133,5,27,2001,14,AH,NA,NA,NA
379,11,13,1977,14,DM,M,36,44
34309,6,16,2002,4,PB,F,26,27
8695,12,8,1983,12,OT,F,19,23
3673,12,16,1980,17,DO,F,35,59
34129,5,16,2002,8,PP,M,23,21
33892,4,17,2002,14,OT,F,20,27
34661,7,14,2002,16,OT,F,21,39
7465,3,14,1983,13,AB,NA,NA,NA
28796,11,21,1998,1,OT,F,20,23
29028,1,16,1999,1,DO,F,33,53
28797,11,21,1998,1,DO,M,37,58
5718,4,28,1982,21,PF,M,17,8
1176,8,5,1978,18,DM,F,33,36
33468,2,9,2002,19,PE,F,20,18
4554,6,4,1981,16,NA,NA,NA,NA
6677,10,23,1982,8,PF,M,16,7
1316,10,7,1978,21,OL,M,20,30
12961,7,1,1987,5,PM,M,18,12
33914,4,17,2002,21,PB,F,25,36
8609,11,12,1983,22,DM,F,37,38
19096,10,10,1991,24,AB,NA,NA,NA
7299,1,13,1983,3,DM,M,37,47
3579,12,15,1980,9,DS,M,48,139
8751,12,9,1983,11,DS,M,50,129
17514,5,24,1990,21,SF,F,26,51
20205,7,30,1992,2,OT,M,22,23
8387,9,11,1983,2,NL,F,32,138
32154,6,25,2001,1,DO,F,36,54
10391,5,23,1985,18,DM,M,35,46
19679,2,7,1992,3,PE,F,18,20
34365,6,16,2002,8,PP,F,22,18
32929,10,14,2001,6,PB,M,26,31
11622,6,5,1986,2,DO,F,37,57
34396,6,16,2002,15,PB,F,26,29
9327,7,4,1984,3,PP,M,23,18
18154,12,16,1990,13,RM,F,17,13
32216,6,25,2001,20,PB,F,27,37
11350,4,12,1986,14,DM,F,35,48
20396,9,27,1992,11,PP,F,20,17
1379,10,8,1978,14,DM,M,38,45
1099,7,8,1978,4,DS,F,49,81
1816,5,29,1979,19,NA,NA,NA,NA
13053,7,25,1987,6,DO,M,NA,44
6164,7,25,1982,1,OT,F,NA,26
17974,11,10,1990,12,OT,F,20,28
21232,11,13,1993,2,NL,M,35,154
26508,7,9,1997,6,PB,M,26,30
13990,1,24,1988,5,DO,F,37,44
25356,3,16,1997,4,PF,M,16,10
18067,11,11,1990,11,DM,F,37,42
3322,9,8,1980,14,DM,M,36,47
26768,7,30,1997,4,DM,F,36,44
34252,6,15,2002,17,PB,M,27,28
17238,2,25,1990,3,RM,F,17,13
7892,5,15,1983,3,DM,F,38,46
10795,9,22,1985,1,DM,M,36,40
16326,7,29,1989,24,OT,F,21,19
12979,7,1,1987,4,DM,F,35,26
32221,6,25,2001,20,PB,F,26,17
32725,9,23,2001,6,PB,F,26,30
2562,3,9,1980,2,DO,M,NA,55
11080,11,17,1985,4,DS,F,NA,120
13621,10,25,1987,5,OL,M,22,37
3860,1,31,1981,16,NA,NA,NA,NA
9305,7,3,1984,20,NL,F,33,116
20638,2,19,1993,18,RM,M,16,11
3171,7,22,1980,4,DS,M,49,136
26532,7,9,1997,6,RM,M,17,9
21552,4,11,1994,11,DM,M,32,43
24529,9,22,1996,13,PP,M,21,19
19756,3,7,1992,7,PE,M,21,20
29748,6,12,1999,20,PP,M,21,19
5997,6,28,1982,8,DO,F,NA,47
1055,7,7,1978,17,DS,M,51,132
5176,1,1,1982,5,RM,M,16,9
52,7,18,1977,12,DM,F,26,NA
7384,2,27,1983,23,RM,F,17,9
26821,9,27,1997,18,PB,F,26,28
31107,7,22,2000,2,PP,M,22,14
20456,10,18,1992,12,OL,F,20,21
1432,11,4,1978,11,OL,F,20,28
24800,12,18,1996,12,OT,F,20,20
15811,3,14,1989,9,DM,M,36,55
19121,10,10,1991,2,BA,M,13,6
11352,4,12,1986,16,RM,M,16,10
26635,7,29,1997,7,PP,M,21,11
18045,11,11,1990,15,RM,M,17,10
23864,4,15,1996,3,PP,F,21,16
33238,12,15,2001,2,NL,F,32,198
1705,3,31,1979,9,DS,F,48,71
12940,6,30,1987,12,PE,F,20,21
26541,7,10,1997,17,DM,M,38,39
24917,12,19,1996,5,PM,M,20,23
16864,12,5,1989,8,DO,F,36,45
11251,3,8,1986,12,DM,M,37,46
12796,5,28,1987,4,DM,M,37,51
7182,1,12,1983,15,OL,M,21,34
23242,1,27,1996,2,DO,M,36,54
14619,6,12,1988,11,SH,M,30,99
32289,7,22,2001,11,PB,M,27,26
20766,3,18,1993,9,DM,F,34,43
24014,6,13,1996,22,DM,F,37,51
5452,2,23,1982,14,DS,M,50,76
16719,11,5,1989,13,RM,F,16,10
24493,9,22,1996,14,DM,F,36,49
11439,5,10,1986,24,DM,F,37,39
24972,2,8,1997,1,DO,M,37,51
24966,2,8,1997,22,DM,M,37,41
27029,10,25,1997,19,PM,F,19,20
10117,3,17,1985,9,DM,F,35,42
3851,1,31,1981,13,DM,M,38,55
11262,3,8,1986,14,OL,F,20,27
25112,2,9,1997,10,RM,M,17,9
26066,6,10,1997,10,PM,F,21,16
11186,12,8,1985,2,DM,M,38,42
34787,10,5,2002,17,PB,F,26,29
35524,12,31,2002,9,PB,F,25,27
22358,6,8,1995,8,DM,M,37,51
21440,3,11,1994,22,DS,M,47,115
4458,5,4,1981,4,DS,F,54,133
14303,3,21,1988,8,DM,M,37,41
20556,12,22,1992,10,RM,NA,NA,NA
20897,6,18,1993,21,PF,M,14,7
18534,3,14,1991,4,DM,F,34,43
1874,7,3,1979,9,DM,F,36,NA
21717,8,17,1994,11,DM,M,36,31
2185,11,17,1979,24,RM,M,14,7
26950,9,28,1997,11,PM,M,21,20
10929,10,13,1985,8,DM,F,39,44
1025,6,9,1978,14,DM,M,35,28
19694,2,7,1992,21,RM,F,15,11
24739,11,17,1996,14,DM,M,33,33
6878,10,24,1982,14,DM,M,36,38
3371,10,12,1980,4,OL,F,20,32
28733,10,24,1998,24,PM,M,21,11
12399,3,2,1987,4,DM,M,37,49
21463,3,12,1994,11,DM,F,36,45
25180,3,15,1997,1,RM,F,16,13
1616,1,29,1979,15,NA,NA,NA,NA
29215,2,20,1999,21,PB,F,26,33
21190,10,16,1993,9,DM,M,36,45
3547,12,15,1980,2,DM,M,34,48
25491,4,12,1997,12,PP,M,21,16
24916,12,19,1996,13,PM,F,19,23
9235,5,27,1984,16,OL,M,22,39
32233,6,26,2001,6,NA,NA,NA,NA
26297,7,9,1997,17,PB,M,25,29
32298,7,22,2001,9,DM,M,37,49
10859,10,12,1985,14,OT,M,19,22
27530,2,1,1998,6,OT,F,20,21
4127,4,5,1981,22,DS,M,49,100
27811,5,3,1998,4,DM,F,36,40
18714,5,14,1991,9,DM,F,36,46
4966,11,22,1981,17,RM,M,18,10
11000,11,16,1985,12,DM,F,35,40
719,3,13,1978,18,DM,M,37,NA
20104,7,3,1992,7,AH,NA,NA,NA
13948,1,24,1988,1,DM,M,35,41
21137,9,17,1993,15,RM,M,17,11
31798,3,3,2001,18,RM,F,17,17
3510,11,9,1980,4,OL,F,21,17
28157,6,28,1998,3,PB,F,25,26
24163,6,14,1996,13,PP,M,23,13
3581,12,15,1980,10,DM,M,36,41
29268,2,21,1999,9,DM,M,38,53
11511,5,11,1986,1,DM,M,37,43
5215,1,24,1982,19,PM,M,21,24
17850,9,25,1990,2,DO,F,NA,35
31629,12,22,2000,2,PB,M,26,41
21747,8,18,1994,14,DM,M,36,48
32739,9,23,2001,11,DM,F,35,51
32671,9,22,2001,21,PB,F,26,NA
25562,4,13,1997,6,PB,F,26,38
9468,8,25,1984,17,DM,F,35,42
29051,1,16,1999,19,PB,F,25,30
31644,12,22,2000,18,PB,M,27,35
30667,4,31,2000,9,DM,F,34,39
35054,11,9,2002,21,PB,M,27,40
27034,10,25,1997,2,PB,M,27,45
4080,4,5,1981,14,OT,M,NA,29
18845,7,12,1991,19,RM,M,15,10
5305,1,25,1982,2,OT,M,19,24
13202,8,25,1987,22,DM,M,37,38
14372,4,18,1988,7,PE,F,20,27
16453,9,3,1989,20,NA,NA,NA,NA
28878,11,22,1998,4,DM,M,36,48
33671,3,14,2002,6,PB,F,27,25
20044,5,30,1992,22,DM,M,35,29
21713,8,17,1994,24,RM,F,16,10
8422,10,15,1983,18,OL,F,19,33
22268,4,30,1995,8,AH,NA,NA,NA
24876,12,19,1996,9,DM,M,37,51
29680,5,16,1999,14,DM,F,37,49
11952,10,5,1986,13,DM,M,35,51
25680,4,13,1997,14,DM,M,37,47
619,2,19,1978,14,DM,F,39,44
11128,12,7,1985,12,DM,F,36,38
18201,1,11,1991,2,DM,M,37,51
28416,8,23,1998,3,PB,F,25,30
8465,10,15,1983,19,PE,F,20,17
17773,8,17,1990,3,BA,F,15,9
20112,7,3,1992,7,RM,F,17,13
21181,10,16,1993,14,DM,M,37,33
16394,7,30,1989,4,DM,M,38,47
13872,1,23,1988,22,DM,M,37,46
2790,3,22,1980,2,DM,F,NA,59
35068,11,9,2002,24,RM,F,16,16
30877,6,4,2000,13,PB,M,26,18
18117,12,15,1990,2,OT,M,21,22
20099,7,3,1992,1,DO,M,36,56
29146,1,17,1999,15,RM,M,15,11
24190,7,20,1996,1,PP,M,23,10
25038,2,9,1997,3,DO,F,35,57
18199,1,11,1991,21,AH,NA,NA,NA
25134,2,9,1997,14,PL,M,21,23
11249,3,8,1986,12,DO,M,NA,NA
15662,2,5,1989,2,OL,M,22,41
6158,7,25,1982,4,DS,NA,NA,NA
1384,10,8,1978,13,DS,F,48,106
29528,4,18,1999,11,DM,F,35,44
20133,7,4,1992,11,DM,F,38,46
3116,6,23,1980,16,OT,F,NA,26
618,2,19,1978,14,DS,F,47,NA
22933,10,29,1995,5,PP,M,22,14
20606,1,24,1993,17,OL,F,20,28
10738,9,21,1985,6,DO,M,35,57
7592,3,15,1983,5,DM,M,NA,42
20913,6,18,1993,18,PP,F,23,24
34803,10,5,2002,18,PB,F,25,30
3722,1,11,1981,23,CQ,NA,NA,NA
24341,8,15,1996,6,PF,F,16,9
25802,5,10,1997,12,DM,F,36,48
26102,6,10,1997,9,DM,F,NA,NA
12947,6,30,1987,20,DM,M,35,42
8662,11,13,1983,8,DO,M,36,47
33049,11,17,2001,12,NL,M,33,280
6271,7,26,1982,12,DM,M,NA,33
20698,3,17,1993,7,RM,M,16,9
17044,1,29,1990,7,PE,M,22,19
35266,12,7,2002,21,PB,F,27,30
28576,9,20,1998,4,DM,M,36,38
24142,6,14,1996,3,PP,M,24,22
18343,2,16,1991,2,OT,M,21,27
4330,4,6,1981,8,DO,F,NA,48
21236,11,13,1993,2,DO,F,36,46
21362,2,2,1994,21,NA,NA,NA,NA
7670,4,16,1983,22,RM,F,17,10
11983,11,15,1986,14,DM,M,36,51
19207,11,13,1991,18,PF,NA,NA,NA
16232,7,3,1989,21,NL,M,NA,145
14350,4,17,1988,22,DM,M,37,48
11085,11,17,1985,11,DM,F,33,38
26146,6,11,1997,13,PM,M,21,18
26969,10,25,1997,20,PM,M,21,23
6351,8,15,1982,11,DS,M,51,98
5840,5,21,1982,20,DM,M,36,32
28098,6,28,1998,13,AH,NA,NA,NA
7194,1,12,1983,13,DS,M,49,125
28957,12,22,1998,20,PM,F,20,24
26840,9,27,1997,18,PM,M,22,27
31297,8,26,2000,4,PP,F,22,14
1865,7,3,1979,11,DS,M,50,91
34905,10,6,2002,11,DO,M,32,32
30082,12,5,1999,18,PB,F,24,33
31132,7,22,2000,18,PB,M,27,29
4858,10,1,1981,2,DS,F,52,151
33766,4,16,2002,12,DO,M,36,48
19511,12,8,1991,8,DO,F,35,47
359,11,12,1977,18,DM,M,36,40
4351,4,6,1981,11,DM,M,NA,21
16818,12,5,1989,5,RM,F,17,8
14139,2,22,1988,9,RM,F,16,8
16883,1,6,1990,12,RM,M,17,10
26958,10,25,1997,22,DM,M,35,50
9444,8,1,1984,4,SS,NA,NA,NA
25863,5,11,1997,11,DO,M,35,50
3454,11,9,1980,2,DM,F,35,38
3762,1,12,1981,9,DM,F,35,40
29218,2,20,1999,21,PB,F,25,33
12722,4,26,1987,8,PE,M,21,18
22210,4,2,1995,8,DO,F,36,53
34718,9,10,2002,9,PP,M,21,14
7396,2,27,1983,5,DM,F,35,48
2681,3,9,1980,20,DM,M,NA,42
2265,11,18,1979,12,DM,M,36,46
23126,12,21,1995,18,RM,M,16,9
2260,11,18,1979,11,PP,M,22,16
18983,8,8,1991,8,OT,M,22,26
27410,12,29,1997,6,PE,M,21,23
8169,8,15,1983,14,DM,M,35,44
20706,3,17,1993,2,DO,M,35,57
1047,7,7,1978,6,DS,F,50,85
10864,10,12,1985,17,DO,M,35,55
23218,1,27,1996,17,DM,M,37,25
17450,4,26,1990,8,DM,M,35,18
7915,5,15,1983,8,DS,F,51,118
28345,8,22,1998,12,PP,M,21,12
3740,1,12,1981,2,OT,M,20,27
5488,2,24,1982,2,AB,NA,NA,NA
4466,5,4,1981,4,PF,F,14,8
27686,3,29,1998,2,DM,M,35,43
16148,6,3,1989,22,PE,F,20,21
5552,3,29,1982,11,NL,M,34,212
14597,6,12,1988,4,OL,M,21,37
4631,7,7,1981,20,DM,F,34,46
13229,8,25,1987,18,OL,M,20,28
221,9,13,1977,3,DM,NA,NA,NA
7148,1,12,1983,12,DM,F,35,38
3212,8,13,1980,11,NL,M,31,83
1443,11,5,1978,5,OT,M,20,21
28284,7,19,1998,4,DM,F,35,52
88,8,20,1977,18,DM,F,35,45
2383,1,16,1980,2,OL,F,21,38
8236,8,16,1983,3,OT,F,20,22
5892,5,21,1982,24,DM,F,35,42
11361,4,12,1986,20,DM,M,38,42
5912,5,22,1982,4,OL,F,20,32
23328,1,28,1996,9,DM,M,38,56
20151,7,4,1992,9,DM,F,36,39
21472,3,12,1994,4,DM,F,37,47
6140,6,29,1982,18,DM,M,NA,30
15648,2,5,1989,8,OL,F,21,27
17453,4,26,1990,4,DM,M,37,47
22390,6,27,1995,17,PF,F,16,9
8629,11,13,1983,5,DM,M,37,52
24656,10,13,1996,6,OT,F,21,22
23824,4,15,1996,9,DM,M,35,39
25522,4,12,1997,2,PP,M,22,20
26486,7,9,1997,12,PP,F,23,14
2164,11,17,1979,3,PF,M,14,7
11781,8,10,1986,4,DM,M,37,NA
21814,10,12,1994,2,DM,M,38,43
5509,3,29,1982,21,RM,M,17,11
19894,4,4,1992,1,DO,M,36,NA
31712,1,21,2001,1,DM,M,37,43
15024,10,9,1988,8,DM,M,34,27
18400,2,17,1991,5,RM,F,16,12
17703,7,22,1990,9,DM,M,30,32
13869,1,23,1988,14,DM,M,33,43
33776,4,16,2002,11,DO,F,33,46
5435,2,23,1982,3,PF,F,16,8
26440,7,9,1997,20,PF,M,15,8
11636,7,3,1986,6,DO,M,34,45
7399,2,27,1983,1,DO,M,35,52
20096,7,3,1992,22,DS,F,47,120
35112,11,10,2002,3,PP,M,22,18
18860,7,13,1991,4,DM,M,39,41
28351,8,22,1998,17,DM,M,35,23
33915,4,17,2002,21,PB,F,26,33
31115,7,22,2000,12,DM,M,37,36
3565,12,15,1980,1,DS,M,53,154
34548,7,14,2002,4,PB,M,28,30
12583,4,6,1987,8,DS,F,49,125
31347,8,26,2000,13,PE,NA,NA,NA
21341,2,1,1994,22,NA,NA,NA,NA
31928,3,25,2001,15,PP,M,23,19
26502,7,9,1997,3,DM,M,35,46
146,8,21,1977,13,DM,F,36,40
25317,3,16,1997,13,PF,M,15,9
23814,4,15,1996,6,OL,M,19,27
11912,10,4,1986,12,DM,M,33,26
2743,3,9,1980,9,DM,F,NA,44
19196,10,11,1991,10,NA,NA,NA,NA
21838,10,12,1994,21,PF,F,16,7
30843,6,4,2000,11,PP,M,21,19
4930,10,25,1981,5,DM,F,36,42
17714,7,22,1990,4,DS,M,54,134
5225,1,24,1982,24,PE,F,20,21
19780,3,7,1992,24,PE,F,21,21
13863,1,23,1988,12,RM,M,16,9
12093,12,14,1986,12,DM,F,36,44
26986,10,25,1997,22,DM,M,35,39
2691,3,9,1980,20,DS,M,NA,134
5643,3,30,1982,9,AB,NA,NA,NA
9665,10,21,1984,4,DM,F,35,38
12099,12,14,1986,17,DO,F,34,51
3268,9,7,1980,8,OL,F,20,35
34372,6,16,2002,13,DO,F,36,41
13891,1,23,1988,18,DM,M,36,38
4475,5,4,1981,9,DS,M,51,137
26779,9,27,1997,20,NL,F,34,158
11743,8,9,1986,14,NL,F,31,101
1084,7,8,1978,4,DM,F,36,36
21367,2,3,1994,9,DM,F,38,37
19326,11,15,1991,6,DM,M,37,41
15754,3,13,1989,5,OL,F,22,31
26989,10,25,1997,21,PP,F,21,20
31581,11,26,2000,11,PB,M,26,28
14796,8,10,1988,2,NL,M,34,188
24172,7,20,1996,2,PP,M,22,17
8847,2,4,1984,14,DM,F,37,40
19258,11,14,1991,11,RM,M,16,9
33841,4,17,2002,2,PB,M,27,42
4523,6,4,1981,8,DS,M,55,128
19099,10,10,1991,17,DM,F,36,41
12137,12,15,1986,2,DM,M,37,49
27664,3,2,1998,11,DM,M,38,NA
2206,11,18,1979,10,OT,F,20,22
23403,2,24,1996,2,DM,M,35,47
33256,12,15,2001,18,SH,M,27,50
15957,4,2,1989,21,RM,M,17,10
20404,9,27,1992,8,DM,M,37,51
3906,2,1,1981,3,NA,NA,NA,NA
4506,6,4,1981,6,DS,F,46,64
22280,4,30,1995,9,DM,F,37,40
8560,11,12,1983,20,DS,F,51,123
7434,2,27,1983,5,DM,M,37,43
23709,4,14,1996,7,RM,F,17,11
8801,12,9,1983,9,DO,M,35,43
6744,10,23,1982,5,DM,M,37,49
29830,9,11,1999,20,PP,F,22,16
9421,8,1,1984,3,PE,M,20,21
34257,6,15,2002,17,AH,NA,NA,NA
26394,7,9,1997,9,PF,M,14,7
24415,9,21,1996,20,OT,M,20,21
8432,10,15,1983,17,DM,M,36,40
12225,1,31,1987,23,PM,M,22,28
3037,6,2,1980,7,DM,F,36,53
15252,12,14,1988,14,CB,NA,NA,NA
32280,7,22,2001,6,PP,M,22,15
1674,3,31,1979,13,DM,F,36,37
32415,8,25,2001,18,PB,F,26,26
26140,6,11,1997,21,PF,M,15,9
703,3,12,1978,17,DS,M,NA,NA
59,7,18,1977,19,DM,M,33,NA
31643,12,22,2000,18,OT,M,20,NA
33097,11,17,2001,22,PB,F,27,31
2890,4,18,1980,3,RM,F,NA,12
25807,5,10,1997,1,PP,F,21,22
27780,5,2,1998,2,OT,M,19,29
5030,11,23,1981,14,DM,M,36,34
9091,5,12,1984,13,DM,M,36,44
26842,9,27,1997,2,OT,M,21,26
15307,12,14,1988,15,RM,M,17,11
33581,3,13,2002,2,DM,M,36,50
34859,10,5,2002,20,PB,M,26,48
6414,8,15,1982,19,PM,F,21,27
9792,1,19,1985,6,DO,M,35,48
2811,3,22,1980,4,DS,M,48,81
455,12,10,1977,7,NA,NA,NA,NA
29985,11,6,1999,21,PP,M,22,13
7897,5,15,1983,11,DM,M,37,45
11542,5,11,1986,15,RM,F,17,18
14766,8,9,1988,1,NL,M,33,207
7906,5,15,1983,3,PF,M,16,9
19242,11,13,1991,12,DM,F,36,41
28475,8,23,1998,16,PM,NA,NA,NA
21626,6,14,1994,17,DM,F,37,41
19501,12,8,1991,14,DM,M,36,40
13630,10,25,1987,2,NL,F,30,176
14215,3,20,1988,14,DM,M,39,56
3930,3,8,1981,11,DS,M,52,135
696,3,12,1978,5,DM,F,37,45
1367,10,8,1978,6,DS,F,52,110
506,1,8,1978,2,NL,NA,NA,NA
1811,5,29,1979,17,DO,M,33,29
593,2,18,1978,2,DM,M,38,52
34527,7,13,2002,24,PP,F,21,15
15375,1,10,1989,6,RF,M,16,13
31640,12,22,2000,19,PB,M,27,28
8565,11,12,1983,17,DM,F,36,37
24084,6,14,1996,14,DM,F,38,46
34604,7,14,2002,9,PE,F,20,21
32055,5,26,2001,22,PB,F,26,33
7752,4,17,1983,6,DO,F,36,61
4100,4,5,1981,22,DM,F,37,53
23974,5,24,1996,3,PP,F,23,26
7234,1,12,1983,7,NA,NA,NA,NA
15161,11,6,1988,3,OT,M,21,24
29918,10,10,1999,9,DM,M,35,51
16995,1,29,1990,12,NL,F,31,197
17336,3,30,1990,11,DO,M,37,NA
19214,11,13,1991,1,DM,M,36,51
14845,8,10,1988,14,CB,NA,NA,NA
10992,11,16,1985,17,DO,M,37,50
1645,2,25,1979,3,OT,M,21,26
286,10,16,1977,20,DS,M,50,NA
31185,7,23,2000,4,PB,F,25,29
34545,7,14,2002,3,PB,M,26,31
5482,2,24,1982,8,DO,M,36,51
29125,1,17,1999,9,DM,M,35,53
6866,10,24,1982,16,RM,M,17,10
28122,6,28,1998,11,DM,M,37,44
22963,10,29,1995,15,PF,M,15,8
19215,11,13,1991,2,OL,F,18,25
28672,10,24,1998,12,DO,M,36,52
28869,11,22,1998,3,PB,M,26,41
32700,9,23,2001,3,PB,F,25,28
5292,1,25,1982,2,OL,M,21,42
20514,10,19,1992,11,DM,M,36,45
24237,7,21,1996,4,DM,M,40,51
9117,5,12,1984,16,DO,M,37,56
32945,10,14,2001,11,PB,F,27,30
33019,10,14,2001,7,NA,NA,NA,NA
26340,7,9,1997,17,PM,M,20,21
6631,9,19,1982,18,OT,F,19,28
1043,7,7,1978,17,DM,M,36,47
10825,9,22,1985,11,DO,M,37,40
30709,4,31,2000,13,OT,F,20,29
30167,1,8,2000,1,DO,M,35,41
939,6,8,1978,8,DS,F,51,110
21805,9,7,1994,8,DM,M,38,52
33906,4,17,2002,15,PB,F,27,43
4441,5,4,1981,13,DM,F,36,39
32458,8,25,2001,21,PB,M,28,NA
14922,9,12,1988,5,SS,NA,NA,NA
7046,11,22,1982,2,DS,M,52,136
34163,5,16,2002,14,DM,M,35,48
8736,12,8,1983,19,RM,M,17,4
2208,11,18,1979,11,DO,F,31,42
7218,1,12,1983,12,DS,F,49,110
4034,4,5,1981,17,DS,F,NA,147
19666,2,6,1992,2,RM,F,17,8
23848,4,15,1996,9,PE,F,20,22
26100,6,10,1997,8,PP,M,21,12
4314,4,6,1981,18,DM,F,NA,46
25597,4,13,1997,14,DM,M,37,52
15774,3,13,1989,5,PE,M,20,21
1152,8,5,1978,13,DM,F,37,41
34144,5,16,2002,8,PB,F,26,18
16367,7,30,1989,3,PP,M,20,17
31501,9,31,2000,16,OT,F,20,NA
18345,2,16,1991,22,DS,F,47,112
21451,3,11,1994,1,NA,NA,NA,NA
23793,4,15,1996,8,DO,M,38,29
17654,7,21,1990,1,UP,NA,NA,NA
34464,7,13,2002,18,PB,F,26,27
12926,6,30,1987,14,PM,M,20,22
6219,7,26,1982,14,DM,F,NA,44
31701,12,23,2000,13,OT,M,21,23
24586,10,12,1996,20,PB,M,27,31
15921,4,2,1989,20,RF,F,17,13
